timestamp,actual,persistence,sarima,lstm,transformer,sarima_pred_h1,sarima_pred_h6,sarima_pred_h24,lstm_pred_h1,lstm_pred_h6,lstm_pred_h24,transformer_pred_h1,transformer_pred_h6,transformer_pred_h24,station_id,station_name
2024-04-29 00:00:00+00:00,11.5,11.5,15.473713224089861,4.986216380196633,8.159357497610163,19.548607855744628,30.123081014018478,30.071184383804322,9.569205184946512,22.6841492086959,31.777947694193692,11.972321030979982,21.23713869782907,16.47048229848579,56,Din Daeng
2024-04-29 01:00:00+00:00,15.3,11.5,15.473713224089861,4.986216380196633,8.159357497610163,17.86328109979967,20.011120478348737,0.0,10.576731050994997,28.72930440498681,55.95856847935734,12.315703115966167,23.297431207746182,24.711652338154238,56,Din Daeng
2024-04-29 02:00:00+00:00,17.2,15.3,12.293885590630524,20.904072679501517,11.994666666208804,15.40315276614636,24.749488643725538,27.216297803010587,21.958804420972516,23.91246312832752,5.3176344748055335,13.476922592738218,16.745345082528143,1.2973803314861527,56,Din Daeng
2024-04-29 03:00:00+00:00,22.3,17.2,19.848174971472204,17.75787098831195,17.946960734030245,23.140109147139153,26.49978002547389,22.687928520812264,22.181840420147985,18.031687579328175,10.373137352376844,23.384340251901374,25.204911310644782,30.985905897631252,56,Din Daeng
2024-04-29 04:00:00+00:00,20.8,22.3,27.162905517930866,11.802231716491448,22.776376691295884,31.74270125101944,31.3350132497956,26.79400311205646,11.794701496589793,22.252050397081515,66.61150643885172,20.24966845012098,20.488751150951963,19.842405142165113,56,Din Daeng
2024-04-29 05:00:00+00:00,24.8,20.8,18.226773002213314,15.72839848818878,24.1403441577333,21.249447366619343,22.062819188649478,49.258291081291304,19.908698299995937,12.927697359031677,41.93059397156038,29.150071092916676,23.027722845051787,45.6559522014679,56,Din Daeng
2024-04-29 06:00:00+00:00,24.5,24.8,16.68623767773989,33.808619222582905,30.556368914936883,22.318370629069985,24.509035385720452,71.24942850966215,33.27174080682557,32.64609872803889,82.67103724440686,30.754610999095323,37.57654790290055,96.47286579140629,56,Din Daeng
2024-04-29 07:00:00+00:00,24.1,24.5,36.000369190725806,8.719924539641553,22.614421238289317,37.84539328601876,37.870513762483554,103.21428081109015,9.915064815181037,10.710141192878428,68.64704115258904,23.847317906078562,21.53232016146264,53.050146162850254,56,Din Daeng
2024-04-29 08:00:00+00:00,20.9,24.1,30.60614449988994,21.016524226862938,24.287837439917688,28.63477048131183,23.311233721754604,59.693168054015274,19.198933089897473,23.170664905070158,73.71621193969182,21.62711780793292,21.308176016893306,41.624998342011374,56,Din Daeng
2024-04-29 09:00:00+00:00,22.2,20.9,19.410871579187052,28.640617552233202,17.902674098458967,18.396835011839414,13.593318841767884,50.707327296177056,31.789448372818093,31.663446225742533,97.75349474627052,20.672857144208983,14.239955493590642,49.71737581769366,56,Din Daeng
