timestamp,actual,persistence,sarima,lstm,transformer,sarima_pred_h1,sarima_pred_h6,sarima_pred_h24,lstm_pred_h1,lstm_pred_h6,lstm_pred_h24,transformer_pred_h1,transformer_pred_h6,transformer_pred_h24,station_id,station_name
2025-03-13 00:00:00+00:00,25.6,25.6,29.573713224089865,19.086216380196635,22.259357497610164,27.448607855744626,28.023081014018477,33.27118438380432,17.46920518494651,20.584149208695898,34.97794769419369,19.87232103097998,19.13713869782907,19.67048229848579,58,Khlong Toei
2025-03-13 01:00:00+00:00,23.2,25.6,29.573713224089865,19.086216380196635,22.259357497610164,25.76328109979967,17.911120478348735,0.0,18.476731050994996,26.629304404986808,59.158568479357335,20.215703115966164,21.19743120774618,27.911652338154237,58,Khlong Toei
2025-03-13 02:00:00+00:00,25.6,23.2,23.29388559063052,29.424072679501514,21.223238094780235,23.553152766146354,21.099488643725536,27.866297803010585,30.308804420972518,19.02246312832752,3.927634474805533,21.769779735595364,12.209630796813855,0.49023747434329223,58,Khlong Toei
2025-03-13 03:00:00+00:00,30.7,25.6,29.98150830480554,27.657870988311952,29.40308318300984,31.373442480472487,22.93311335880722,19.38792852081226,30.456840420147984,15.226687579328175,1.378137352376843,31.529238211085048,23.00082967799172,24.380803856814925,58,Khlong Toei
2025-03-13 04:00:00+00:00,25.9,30.7,38.684238851264205,20.85223171649145,32.61074986913845,39.04270125101943,27.1350132497956,21.087336445389795,17.162201496589788,18.249550397081517,48.47400643885172,25.594595563823603,16.638692841914065,4.063046541582018,58,Khlong Toei
2025-03-13 05:00:00+00:00,21.4,25.9,25.526773002213307,21.48339848818878,31.099182141906564,24.616114033286006,18.762819188649477,33.10429108129131,18.152448299995932,10.396447359031677,7.041843971560379,27.94501903127569,20.933395481453285,15.103553201051401,58,Khlong Toei
2025-03-13 06:00:00+00:00,22.4,21.4,24.126904344406555,32.246119222582905,30.5041103322035,22.185037295736645,20.609035385720453,42.288761842995484,33.563615806825574,27.40047372803889,32.46666224440684,32.77243095506605,32.33631407175876,53.696866505394496,58,Khlong Toei
2025-03-13 07:00:00+00:00,18.9,22.4,35.867035857392466,9.108674539641552,25.455665107765476,34.27872661935209,34.13718042915022,53.64761414442347,5.961002315181034,7.557328692878426,26.614853652589048,21.508617874629078,18.7821531392185,20.561575244270415,58,Khlong Toei
2025-03-13 08:00:00+00:00,17.5,18.9,27.03947783322327,17.110899226862937,22.537297346686366,25.06810381464516,19.211233721754606,10.559834720681941,16.861901839897474,19.414258655070157,34.550118189691815,21.72804635689758,17.512342429576066,10.177447685882901,58,Khlong Toei
2025-03-13 09:00:00+00:00,18.2,17.5,15.84420491252038,26.327805052233202,18.423716889008027,14.19683501183941,10.45998550843455,8.740660629510394,28.02093274781809,29.175243100742534,58.64044787127051,18.469234679183742,11.925788645506902,16.569125349030475,58,Khlong Toei
2025-03-13 10:00:00+00:00,17.4,18.2,22.540480348687716,13.82565133640939,18.72725476132849,22.305491093810566,22.16387815275816,72.82940489830281,13.746776021036162,20.86673538167004,198.86143282995198,16.196927577734353,11.575980956509849,145.63438913778745,58,Khlong Toei
2025-03-13 11:00:00+00:00,17.0,17.4,13.992658457500301,13.679729965267672,8.894006779620288,14.60642789253152,17.241941734354292,124.4111248982496,14.15754878853226,18.013810873605205,164.98177625486784,9.79454561530759,15.079160719991348,144.52907225234276,58,Khlong Toei
2025-03-13 12:00:00+00:00,16.7,17.0,13.807495304771276,16.808269623878655,12.901603464582754,12.924155914495044,11.974125629780552,144.43201660480838,15.811254996230899,13.439765842367134,154.8071158259576,11.814980822554446,10.06038255973234,131.69561249606556,58,Khlong Toei
2025-03-13 13:00:00+00:00,17.6,16.7,18.969031505861604,25.946599475495724,12.342740848613943,18.88717099119722,17.24453508454195,133.53771248724965,27.3030657816053,25.972189304340674,52.08538945493801,13.113875933851062,8.68706203669341,4.880745900848656,58,Khlong Toei
2025-03-13 14:00:00+00:00,12.8,17.6,1.7937580427376183,13.885718879267094,19.689234958196906,0.0,0.0,43.55212654182188,9.577424560810089,13.639348964618804,65.5284545527052,14.668822503639236,16.479267857034316,60.01676076318149,58,Khlong Toei
2025-03-13 15:00:00+00:00,18.3,12.8,1.9006573398957354,10.495673671811108,12.090051245675747,1.4770253739645356,0.0,0.0,15.164805346827492,9.902161719956293,15.705733530407475,18.255468387214187,17.132916685037397,43.739651724290184,58,Khlong Toei
2025-03-13 16:00:00+00:00,17.7,18.3,11.735033099405552,16.283675061132648,29.673297380455985,12.418387090654242,17.935157046897704,37.035528889374156,15.4825863197985,24.252991612151227,58.10299509821479,25.836786309496457,24.763061376220975,41.755309592921506,58,Khlong Toei
2025-03-13 17:00:00+00:00,18.0,17.7,8.164017703991275,30.190471853774607,26.51679831139128,10.982343060181268,19.207303174464563,43.63715958588441,31.59879709217965,37.83834778371657,59.42300249004637,27.428472408495267,28.08886462367388,48.68288943866854,58,Khlong Toei
2025-03-13 18:00:00+00:00,12.9,18.0,20.51397866076219,30.83816221255366,22.720611888576006,18.656370563497923,21.028330077176587,26.13138432641978,26.36582228242963,38.19308488156535,40.61836634685237,18.192168459760758,31.608538265440686,55.402193023282486,58,Khlong Toei
2025-03-13 19:00:00+00:00,15.0,12.9,8.935807395830313,19.233046226628733,17.741184591364867,8.83863371414393,21.019431972378698,37.63697236869052,21.802206580526747,26.582489474894757,29.271075948818808,20.771911521851166,21.720251138394243,29.131647656087885,58,Khlong Toei
2025-03-13 20:00:00+00:00,19.3,15.0,4.001570389317667,18.281479814726872,22.38861228646779,4.724212542689109,14.237423309546314,20.311648736898913,20.290655900309012,19.4837768906587,2.9407964830171665,24.771356863187652,27.187011864009584,33.06377979421037,58,Khlong Toei
2025-03-13 21:00:00+00:00,21.3,19.3,27.458523484705765,23.35639216521632,18.563855822950835,29.74242768102167,30.228615329267836,23.13889086295405,24.639919924734613,25.07117900354556,31.130603700814774,20.854202641955506,26.921602534995,62.37310638368133,58,Khlong Toei
2025-03-13 22:00:00+00:00,21.8,21.3,16.727122929441048,29.000482523824232,19.492594937343952,19.282906080514444,21.8284885025481,27.43258522186926,30.047188069716434,35.25752593978722,40.71618827881695,19.703662850962168,24.037335131921907,27.7446012246228,58,Khlong Toei
2025-03-13 23:00:00+00:00,25.9,21.8,21.34022563750339,15.113041967045369,15.227112005391392,20.630654890676166,31.156134489873377,52.10386104698333,18.574095104818593,16.24776586398958,1.0457036003925868,18.227387355658404,16.17471604475678,3.9225606692579724,58,Khlong Toei
2025-03-14 00:00:00+00:00,22.7,25.9,7.462014510292345,31.90899685742248,21.871510350043415,12.040020345671053,12.79671618923125,11.214154559381276,29.66174865928602,34.62971020375619,54.738733265542535,19.08523968855432,25.008137765225467,47.878757515346635,58,Khlong Toei
2025-03-14 01:00:00+00:00,22.8,22.7,19.111604870465207,14.153727287870852,25.78351543482547,20.696653128449746,26.2885610850391,50.18609639542746,14.517459131976384,7.858219620080275,0.0,28.43494643214642,30.217995264548748,48.08196154270073,58,Khlong Toei
